Utbildning,Arbsektor,Andel,Lön
Civilingenjör,Privat,2.680487805,36000-36999
Civilingenjör,Privat,2.546341463,37000-37999
Civilingenjör,Privat,3.014634146,38000-38999
Civilingenjör,Privat,2.82195122,39000-39999
Civilingenjör,Privat,3.197560976,40000-40999
Civilingenjör,Privat,2.853658537,41000-41999
Civilingenjör,Privat,3.029268293,42000-42999
Civilingenjör,Privat,3.163414634,43000-43999
Civilingenjör,Privat,3.131707317,44000-44999
Civilingenjör,Privat,3.426829268,45000-45999
Civilingenjör,Privat,2.907317073,46000-46999
Civilingenjör,Privat,2.880487805,47000-47999
Civilingenjör,Privat,3.009756098,48000-48999
Civilingenjör,Privat,2.66097561,49000-49999
Civilingenjör,Privat,3.07804878,50000-50999
Civilingenjör,Privat,2.519512195,51000-51999
Civilingenjör,Privat,2.52195122,52000-52999
Civilingenjör,Privat,2.395121951,53000-53999
Civilingenjör,Privat,2.146341463,54000-54999
Civilingenjör,Privat,2.346341463,55000-55999
Civilingenjör,Privat,1.936585366,56000-56999
Civilingenjör,Privat,1.751219512,57000-57999
Civilingenjör,Privat,1.563414634,58000-58999
Civilingenjör,Privat,1.575609756,59000-59999
Civilingenjör,Privat,1.895121951,60000-60999
Civilingenjör,Privat,1.231707317,61000-61999
Civilingenjör,Privat,1.312195122,62000-62999
Civilingenjör,Privat,1.173170732,63000-63999
Civilingenjör,Privat,1.107317073,64000-64999
Civilingenjör,Privat,1.229268293,65000-65999
Civilingenjör,Privat,0.870731707,66000-66999
Civilingenjör,Privat,0.856097561,67000-67999
Civilingenjör,Privat,0.785365854,68000-68999
Civilingenjör,Privat,0.709756098,69000-69999
Civilingenjör,Privat,0.851219512,70000-70999
Civilingenjör,Privat,0.565853659,71000-71999
Civilingenjör,Privat,0.619512195,72000-72999
Civilingenjör,Privat,0.541463415,73000-73999
Civilingenjör,Privat,0.470731707,74000-74999
Civilingenjör,Privat,0.568292683,75000-75999
Civilingenjör,Privat,0.407317073,76000-76999
Civilingenjör,Privat,0.365853659,77000-77999
Civilingenjör,Privat,0.304878049,78000-78999
Civilingenjör,Privat,0.27804878,79000-79999
Civilingenjör,Privat,6.317073171,>=80000
Civilingenjör,Offentlig,2.619437416,<28000
Civilingenjör,Offentlig,2.783152255,28000-28999
Civilingenjör,Offentlig,1.860395892,29000-29999
Civilingenjör,Offentlig,2.217591904,30000-30999
Civilingenjör,Offentlig,1.994344396,31000-31999
Civilingenjör,Offentlig,3.333829439,32000-32999
Civilingenjör,Offentlig,2.708736419,33000-33999
Civilingenjör,Offentlig,2.425956243,34000-34999
Civilingenjör,Offentlig,3.184997768,35000-35999
Civilingenjör,Offentlig,3.244530436,36000-36999
Civilingenjör,Offentlig,2.738502753,37000-37999
Civilingenjör,Offentlig,3.79520762,38000-38999
Civilingenjör,Offentlig,4.152403631,39000-39999
Civilingenjör,Offentlig,4.063104629,40000-40999
Civilingenjör,Offentlig,3.646375949,41000-41999
Civilingenjör,Offentlig,3.750558119,42000-42999
Civilingenjör,Offentlig,3.289179937,43000-43999
Civilingenjör,Offentlig,3.37847894,44000-44999
Civilingenjör,Offentlig,3.557076946,45000-45999
Civilingenjör,Offentlig,3.58684328,46000-46999
Civilingenjör,Offentlig,2.917100759,47000-47999
Civilingenjör,Offentlig,2.634320583,48000-48999
Civilingenjör,Offentlig,2.842684923,49000-49999
Civilingenjör,Offentlig,2.783152255,50000-50999
Civilingenjör,Offentlig,2.574787915,51000-51999
Civilingenjör,Offentlig,2.098526566,52000-52999
Civilingenjör,Offentlig,1.875279059,53000-53999
Civilingenjör,Offentlig,1.771096889,54000-54999
Civilingenjör,Offentlig,1.681797887,55000-55999
Civilingenjör,Offentlig,1.324601875,56000-56999
Civilingenjör,Offentlig,1.473433547,57000-57999
Civilingenjör,Offentlig,1.101354368,58000-58999
Civilingenjör,Offentlig,0.892990028,59000-59999
Civilingenjör,Offentlig,1.101354368,60000-60999
Civilingenjör,Offentlig,0.818574193,61000-61999
Civilingenjör,Offentlig,0.669742521,62000-62999
Civilingenjör,Offentlig,0.878106861,63000-63999
Civilingenjör,Offentlig,0.848340527,64000-64999
Civilingenjör,Offentlig,0.759041524,65000-65999
Civilingenjör,Offentlig,0.491144516,66000-66999
Civilingenjör,Offentlig,0.550677184,67000-67999
Civilingenjör,Offentlig,0.535794017,68000-68999
Civilingenjör,Offentlig,0.535794017,69000-69999
Civilingenjör,Offentlig,0.565560351,70000-70999
Civilingenjör,Offentlig,0.267897008,71000-71999
Civilingenjör,Offentlig,0.401845513,72000-72999
Civilingenjör,Offentlig,3.27429677,>=73000
Fysioterapeut,Privat,2.355250245,< 25000
Fysioterapeut,Privat,4.121687929,25000-25999
Fysioterapeut,Privat,6.673209028,26000-26999
Fysioterapeut,Privat,8.145240432,27000-27999
Fysioterapeut,Privat,7.752698724,28000-28999
Fysioterapeut,Privat,7.752698724,29000-29999
Fysioterapeut,Privat,7.26202159,30000-30999
Fysioterapeut,Privat,7.752698724,31000-31999
Fysioterapeut,Privat,9.519136408,32000-32999
Fysioterapeut,Privat,7.654563297,33000-33999
Fysioterapeut,Privat,6.673209028,34000-34999
Fysioterapeut,Privat,7.065750736,35000-35999
Fysioterapeut,Privat,3.238469087,36000-36999
Fysioterapeut,Privat,2.649656526,37000-37999
Fysioterapeut,Privat,2.551521099,38000-38999
Fysioterapeut,Privat,1.27576055,39000-39999
Fysioterapeut,Privat,1.57016683,40000-40999
Fysioterapeut,Privat,0.392541708,41000-41999
Fysioterapeut,Privat,0.981354269,42000-42999
Fysioterapeut,Privat,0.294406281,43000-43999
Fysioterapeut,Privat,0.588812561,44000-44999
Fysioterapeut,Privat,0.686947988,45000-45999
Fysioterapeut,Privat,3.042198234,>=46000
Fysioterapeut,Offentlig,5.843071786,< 25000
Fysioterapeut,Offentlig,7.783806344,25000-25999
Fysioterapeut,Offentlig,7.909015025,26000-26999
Fysioterapeut,Offentlig,7.992487479,27000-27999
Fysioterapeut,Offentlig,10.22537563,28000-28999
Fysioterapeut,Offentlig,10.76794658,29000-29999
Fysioterapeut,Offentlig,11.2687813,30000-30999
Fysioterapeut,Offentlig,8.994156928,31000-31999
Fysioterapeut,Offentlig,6.510851419,32000-32999
Fysioterapeut,Offentlig,5.112687813,33000-33999
Fysioterapeut,Offentlig,3.338898164,34000-34999
Fysioterapeut,Offentlig,2.587646077,35000-35999
Fysioterapeut,Offentlig,1.752921536,36000-36999
Fysioterapeut,Offentlig,1.41903172,37000-37999
Fysioterapeut,Offentlig,1.252086811,38000-38999
Fysioterapeut,Offentlig,1.231218698,39000-39999
Fysioterapeut,Offentlig,1.001669449,40000-40999
Fysioterapeut,Offentlig,0.70951586,41000-41999
Fysioterapeut,Offentlig,0.688647746,42000-42999
Fysioterapeut,Offentlig,0.563439065,43000-43999
Fysioterapeut,Offentlig,3.046744574,>=44000
Socionom,Privat,2.654176425,<26000
Socionom,Privat,1.483216237,26000-26999
Socionom,Privat,2.419984387,27000-27999
Socionom,Privat,3.278688525,28000-28999
Socionom,Privat,3.356752537,29000-29999
Socionom,Privat,5.230288837,30000-30999
Socionom,Privat,5.932864949,31000-31999
Socionom,Privat,4.839968774,32000-32999
Socionom,Privat,6.713505074,33000-33999
Socionom,Privat,5.932864949,34000-34999
Socionom,Privat,6.713505074,35000-35999
Socionom,Privat,6.479313037,36000-36999
Socionom,Privat,4.918032787,37000-37999
Socionom,Privat,5.230288837,38000-38999
Socionom,Privat,3.825136612,39000-39999
Socionom,Privat,4.371584699,40000-40999
Socionom,Privat,3.590944575,41000-41999
Socionom,Privat,3.278688525,42000-42999
Socionom,Privat,2.732240437,43000-43999
Socionom,Privat,1.8735363,44000-44999
Socionom,Privat,2.732240437,45000-45999
Socionom,Privat,1.327088212,46000-46999
Socionom,Privat,1.014832162,47000-47999
Socionom,Privat,0.702576112,48000-48999
Socionom,Privat,0.780640125,49000-49999
Socionom,Privat,1.170960187,50000-50999
Socionom,Privat,0.468384075,51000-51999
Socionom,Privat,0.468384075,52000-52999
Socionom,Privat,0.780640125,53000-53999
Socionom,Privat,0.234192037,54000-54999
Socionom,Privat,0.93676815,55000-55999
Socionom,Privat,0.468384075,56000-56999
Socionom,Privat,0.078064012,57000-57999
Socionom,Privat,0.156128025,58000-58999
Socionom,Privat,0.468384075,60000-60999
Socionom,Privat,0.31225605,61000-61999
Socionom,Privat,3.044496487,>=62000
Socionom,Offentlig,2.055550837,<26000
Socionom,Offentlig,3.329652595,26000-26999
Socionom,Offentlig,4.960502845,27000-27999
Socionom,Offentlig,6.65930519,28000-28999
Socionom,Offentlig,8.646903933,29000-29999
Socionom,Offentlig,9.32642487,30000-30999
Socionom,Offentlig,9.122568589,31000-31999
Socionom,Offentlig,9.853053597,32000-32999
Socionom,Offentlig,8.298649452,33000-33999
Socionom,Offentlig,7.168945893,34000-34999
Socionom,Offentlig,5.707975877,35000-35999
Socionom,Offentlig,4.58676633,36000-36999
Socionom,Offentlig,3.253206489,37000-37999
Socionom,Offentlig,2.921940032,38000-38999
Socionom,Offentlig,2.064044848,39000-39999
Socionom,Offentlig,2.004586766,40000-40999
Socionom,Offentlig,1.511934086,41000-41999
Socionom,Offentlig,1.28259577,42000-42999
Socionom,Offentlig,1.163679606,43000-43999
Socionom,Offentlig,0.823919137,44000-44999
Socionom,Offentlig,0.866389196,45000-45999
Socionom,Offentlig,0.696508961,46000-46999
Socionom,Offentlig,0.450182621,47000-47999
Socionom,Offentlig,3.244712478,>=48000
Personalvetare,Privat,2.754237288,<26000
Personalvetare,Privat,1.765536723,26000-26999
Personalvetare,Privat,1.906779661,27000-27999
Personalvetare,Privat,2.189265537,28000-28999
Personalvetare,Privat,2.048022599,29000-29999
Personalvetare,Privat,3.248587571,30000-30999
Personalvetare,Privat,3.107344633,31000-31999
Personalvetare,Privat,3.248587571,32000-32999
Personalvetare,Privat,3.389830508,33000-33999
Personalvetare,Privat,2.966101695,34000-34999
Personalvetare,Privat,3.813559322,35000-35999
Personalvetare,Privat,2.401129944,36000-36999
Personalvetare,Privat,3.177966102,37000-37999
Personalvetare,Privat,3.95480226,38000-38999
Personalvetare,Privat,2.683615819,39000-39999
Personalvetare,Privat,3.601694915,40000-40999
Personalvetare,Privat,2.048022599,41000-41999
Personalvetare,Privat,3.107344633,42000-42999
Personalvetare,Privat,2.330508475,43000-43999
Personalvetare,Privat,1.906779661,44000-44999
Personalvetare,Privat,3.31920904,45000-45999
Personalvetare,Privat,2.048022599,46000-46999
Personalvetare,Privat,2.754237288,47000-47999
Personalvetare,Privat,3.460451977,48000-48999
Personalvetare,Privat,1.624293785,49000-49999
Personalvetare,Privat,2.683615819,50000-50999
Personalvetare,Privat,1.97740113,51000-51999
Personalvetare,Privat,1.483050847,52000-52999
Personalvetare,Privat,1.271186441,53000-53999
Personalvetare,Privat,0.988700565,54000-54999
Personalvetare,Privat,1.059322034,55000-55999
Personalvetare,Privat,1.129943503,56000-56999
Personalvetare,Privat,1.271186441,57000-57999
Personalvetare,Privat,1.34180791,58000-58999
Personalvetare,Privat,1.200564972,59000-59999
Personalvetare,Privat,0.988700565,60000-60999
Personalvetare,Privat,1.553672316,61000-61999
Personalvetare,Privat,0.494350282,62000-62999
Personalvetare,Privat,0.706214689,63000-63999
Personalvetare,Privat,0.423728814,64000-64999
Personalvetare,Privat,0.988700565,65000-65999
Personalvetare,Privat,0.564971751,66000-66999
Personalvetare,Privat,0.494350282,67000-67999
Personalvetare,Privat,0.353107345,68000-68999
Personalvetare,Privat,0.63559322,69000-69999
Personalvetare,Privat,0.63559322,70000-70999
Personalvetare,Privat,0.353107345,71000-71999
Personalvetare,Privat,0.211864407,72000-72999
Personalvetare,Privat,0.494350282,73000-73999
Personalvetare,Privat,0.423728814,74000-74999
Personalvetare,Privat,0.63559322,75000-75999
Personalvetare,Privat,0.211864407,76000-76999
Personalvetare,Privat,0.423728814,77000-77999
Personalvetare,Privat,0.282485876,78000-78999
Personalvetare,Privat,0.353107345,79000-79999
Personalvetare,Privat,5.508474576,>=80000
Personalvetare,Offentlig,2.337891487,<26000
Personalvetare,Offentlig,2.734891928,26000-26999
Personalvetare,Offentlig,4.631671813,27000-27999
Personalvetare,Offentlig,4.587560653,28000-28999
Personalvetare,Offentlig,4.278782532,29000-29999
Personalvetare,Offentlig,4.631671813,30000-30999
Personalvetare,Offentlig,4.631671813,31000-31999
Personalvetare,Offentlig,5.161005734,32000-32999
Personalvetare,Offentlig,5.381561535,33000-33999
Personalvetare,Offentlig,4.499338333,34000-34999
Personalvetare,Offentlig,5.734450816,35000-35999
Personalvetare,Offentlig,4.146449052,36000-36999
Personalvetare,Offentlig,5.513895015,37000-37999
Personalvetare,Offentlig,3.70533745,38000-38999
Personalvetare,Offentlig,3.66122629,39000-39999
Personalvetare,Offentlig,3.52889281,40000-40999
Personalvetare,Offentlig,2.911336568,41000-41999
Personalvetare,Offentlig,3.043670049,42000-42999
Personalvetare,Offentlig,3.087781209,43000-43999
Personalvetare,Offentlig,2.382002647,44000-44999
Personalvetare,Offentlig,2.205558006,45000-45999
Personalvetare,Offentlig,2.029113366,46000-46999
Personalvetare,Offentlig,1.455668284,47000-47999
Personalvetare,Offentlig,1.455668284,48000-48999
Personalvetare,Offentlig,0.970445523,49000-49999
Personalvetare,Offentlig,1.543890604,50000-50999
Personalvetare,Offentlig,0.838112042,51000-51999
Personalvetare,Offentlig,0.926334363,52000-52999
Personalvetare,Offentlig,0.794000882,53000-53999
Personalvetare,Offentlig,0.794000882,54000-54999
Personalvetare,Offentlig,0.617556242,55000-55999
Personalvetare,Offentlig,0.264666961,56000-56999
Personalvetare,Offentlig,0.397000441,57000-57999
Personalvetare,Offentlig,0.485222761,58000-58999
Personalvetare,Offentlig,0.308778121,59000-59999
Personalvetare,Offentlig,0.441111601,60000-60999
Personalvetare,Offentlig,0.264666961,61000-61999
Personalvetare,Offentlig,0.441111601,62000-62999
Personalvetare,Offentlig,3.176003529,>=63000
Tandhygienist,Privat,3.262642741,< 25000
Tandhygienist,Privat,2.446982055,25000-25999
Tandhygienist,Privat,3.752039152,26000-26999
Tandhygienist,Privat,3.752039152,27000-27999
Tandhygienist,Privat,4.893964111,28000-28999
Tandhygienist,Privat,5.872756933,29000-29999
Tandhygienist,Privat,9.624796085,30000-30999
Tandhygienist,Privat,8.156606852,31000-31999
Tandhygienist,Privat,9.787928222,32000-32999
Tandhygienist,Privat,13.2137031,33000-33999
Tandhygienist,Privat,9.135399674,34000-34999
Tandhygienist,Privat,7.830342577,35000-35999
Tandhygienist,Privat,3.915171289,36000-36999
Tandhygienist,Privat,4.241435563,37000-37999
Tandhygienist,Privat,3.425774878,38000-38999
Tandhygienist,Privat,1.305057096,39000-39999
Tandhygienist,Privat,0.978792822,40000-40999
Tandhygienist,Privat,0.489396411,41000-41999
Tandhygienist,Privat,0.489396411,42000-42999
Tandhygienist,Privat,3.425774878,>=43000
Tandhygienist,Offentlig,11.7147708,< 25000
Tandhygienist,Offentlig,7.979626486,25000-25999
Tandhygienist,Offentlig,6.536502547,26000-26999
Tandhygienist,Offentlig,10.10186757,27000-27999
Tandhygienist,Offentlig,9.847198642,28000-28999
Tandhygienist,Offentlig,8.743633277,29000-29999
Tandhygienist,Offentlig,9.083191851,30000-30999
Tandhygienist,Offentlig,10.27164686,31000-31999
Tandhygienist,Offentlig,7.300509338,32000-32999
Tandhygienist,Offentlig,5.857385399,33000-33999
Tandhygienist,Offentlig,2.886247878,34000-34999
Tandhygienist,Offentlig,1.782682513,35000-35999
Tandhygienist,Offentlig,1.188455008,36000-36999
Tandhygienist,Offentlig,0.764006791,37000-37999
Tandhygienist,Offentlig,1.188455008,38000-38999
Tandhygienist,Offentlig,0.679117148,39000-39999
Tandhygienist,Offentlig,0.424448217,40000-40999
Tandhygienist,Offentlig,0.509337861,41000-41999
Tandhygienist,Offentlig,3.140916808,>=42000
Miljövetare,Privat,2.842809365,<26000
Miljövetare,Privat,1.170568562,26000-26999
Miljövetare,Privat,2.006688963,27000-27999
Miljövetare,Privat,3.511705686,28000-28999
Miljövetare,Privat,4.013377926,29000-29999
Miljövetare,Privat,3.846153846,30000-30999
Miljövetare,Privat,4.347826087,31000-31999
Miljövetare,Privat,4.682274247,32000-32999
Miljövetare,Privat,5.685618729,33000-33999
Miljövetare,Privat,5.351170569,34000-34999
Miljövetare,Privat,6.52173913,35000-35999
Miljövetare,Privat,4.682274247,36000-36999
Miljövetare,Privat,4.180602007,37000-37999
Miljövetare,Privat,5.183946488,38000-38999
Miljövetare,Privat,3.344481605,39000-39999
Miljövetare,Privat,5.685618729,40000-40999
Miljövetare,Privat,3.511705686,41000-41999
Miljövetare,Privat,3.010033445,42000-42999
Miljövetare,Privat,2.842809365,43000-43999
Miljövetare,Privat,3.678929766,44000-44999
Miljövetare,Privat,2.341137124,45000-45999
Miljövetare,Privat,2.006688963,46000-46999
Miljövetare,Privat,2.341137124,47000-47999
Miljövetare,Privat,1.672240803,48000-48999
Miljövetare,Privat,1.505016722,49000-49999
Miljövetare,Privat,1.003344482,50000-50999
Miljövetare,Privat,1.003344482,51000-51999
Miljövetare,Privat,1.505016722,52000-52999
Miljövetare,Privat,0.501672241,53000-53999
Miljövetare,Privat,0.668896321,54000-54999
Miljövetare,Privat,0.836120401,55000-55999
Miljövetare,Privat,0.668896321,56000-56999
Miljövetare,Privat,0.16722408,58000-58999
Miljövetare,Privat,0.501672241,59000-59999
Miljövetare,Privat,0.16722408,60000-60999
Miljövetare,Privat,3.010033445,>=61000
Miljövetare,Offentlig,1.878238342,<26000
Miljövetare,Offentlig,1.619170984,26000-26999
Miljövetare,Offentlig,3.238341969,27000-27999
Miljövetare,Offentlig,4.14507772,28000-28999
Miljövetare,Offentlig,5.505181347,29000-29999
Miljövetare,Offentlig,8.031088083,30000-30999
Miljövetare,Offentlig,8.937823834,31000-31999
Miljövetare,Offentlig,8.484455959,32000-32999
Miljövetare,Offentlig,9.002590674,33000-33999
Miljövetare,Offentlig,8.225388601,34000-34999
Miljövetare,Offentlig,7.25388601,35000-35999
Miljövetare,Offentlig,4.080310881,36000-36999
Miljövetare,Offentlig,3.821243523,37000-37999
Miljövetare,Offentlig,3.432642487,38000-38999
Miljövetare,Offentlig,2.849740933,39000-39999
Miljövetare,Offentlig,2.784974093,40000-40999
Miljövetare,Offentlig,2.202072539,41000-41999
Miljövetare,Offentlig,1.813471503,42000-42999
Miljövetare,Offentlig,1.813471503,43000-43999
Miljövetare,Offentlig,1.683937824,44000-44999
Miljövetare,Offentlig,1.101036269,45000-45999
Miljövetare,Offentlig,1.165803109,46000-46999
Miljövetare,Offentlig,1.101036269,47000-47999
Miljövetare,Offentlig,0.518134715,48000-48999
Miljövetare,Offentlig,0.712435233,49000-49999
Miljövetare,Offentlig,0.453367876,50000-50999
Miljövetare,Offentlig,0.518134715,51000-51999
Miljövetare,Offentlig,3.626943005,>=52000
Präst/diakon,Privat,2.273803884,<29000
Präst/diakon,Privat,1.279014685,29000-29999
Präst/diakon,Privat,3.505447655,30000-30999
Präst/diakon,Privat,4.594978683,31000-31999
Präst/diakon,Privat,6.916153482,32000-32999
Präst/diakon,Privat,6.063477025,33000-33999
Präst/diakon,Privat,6.584557082,34000-34999
Präst/diakon,Privat,7.34249171,35000-35999
Präst/diakon,Privat,7.531975367,36000-36999
Präst/diakon,Privat,6.442444339,37000-37999
Präst/diakon,Privat,6.395073425,38000-38999
Präst/diakon,Privat,4.358124112,39000-39999
Präst/diakon,Privat,3.979156798,40000-40999
Präst/diakon,Privat,2.700142113,41000-41999
Präst/diakon,Privat,2.700142113,42000-42999
Präst/diakon,Privat,1.705352913,43000-43999
Präst/diakon,Privat,1.989578399,44000-44999
Präst/diakon,Privat,1.231643771,45000-45999
Präst/diakon,Privat,1.042160114,46000-46999
Präst/diakon,Privat,1.468498342,47000-47999
Präst/diakon,Privat,1.752723828,48000-48999
Präst/diakon,Privat,2.273803884,49000-49999
Präst/diakon,Privat,2.652771198,50000-50999
Präst/diakon,Privat,1.089531028,51000-51999
Präst/diakon,Privat,1.421127428,52000-52999
Präst/diakon,Privat,1.468498342,53000-53999
Präst/diakon,Privat,1.563240171,54000-54999
Präst/diakon,Privat,1.563240171,55000-55999
Präst/diakon,Privat,1.042160114,56000-56999
Präst/diakon,Privat,0.805305542,57000-57999
Präst/diakon,Privat,0.757934628,58000-58999
Präst/diakon,Privat,3.505447655,>=59000
Högskoleingenjör,Privat,2.930670563,<28000
Högskoleingenjör,Privat,2.062023056,28000-28999
Högskoleingenjör,Privat,2.646533528,29000-29999
Högskoleingenjör,Privat,2.881961357,30000-30999
Högskoleingenjör,Privat,3.38528982,31000-31999
Högskoleingenjör,Privat,3.718136061,32000-32999
Högskoleingenjör,Privat,4.002273096,33000-33999
Högskoleingenjör,Privat,3.807436272,34000-34999
Högskoleingenjör,Privat,4.75726579,35000-35999
Högskoleingenjör,Privat,4.830329599,36000-36999
Högskoleingenjör,Privat,4.67608378,37000-37999
Högskoleingenjör,Privat,4.343237539,38000-38999
Högskoleingenjör,Privat,4.529956162,39000-39999
Högskoleingenjör,Privat,5.130703036,40000-40999
Högskoleingenjör,Privat,4.124046111,41000-41999
Högskoleingenjör,Privat,4.083455106,42000-42999
Högskoleingenjör,Privat,3.742490664,43000-43999
Högskoleingenjör,Privat,3.344698815,44000-44999
Högskoleingenjör,Privat,3.563890242,45000-45999
Högskoleingenjör,Privat,2.670888131,46000-46999
Högskoleingenjör,Privat,2.508524111,47000-47999
Högskoleingenjör,Privat,2.200032473,48000-48999
Högskoleingenjör,Privat,1.972722845,49000-49999
Högskoleingenjör,Privat,2.232505277,50000-50999
Högskoleingenjör,Privat,1.639876603,51000-51999
Högskoleingenjör,Privat,1.45315798,52000-52999
Högskoleingenjör,Privat,1.315148563,53000-53999
Högskoleingenjör,Privat,1.112193538,54000-54999
Högskoleingenjör,Privat,1.266439357,55000-55999
Högskoleingenjör,Privat,0.88488391,56000-56999
Högskoleingenjör,Privat,0.828056503,57000-57999
Högskoleingenjör,Privat,0.714401689,58000-58999
Högskoleingenjör,Privat,0.616983277,59000-59999
Högskoleingenjör,Privat,0.795583699,60000-60999
Högskoleingenjör,Privat,0.357200844,61000-61999
Högskoleingenjör,Privat,0.397791849,62000-62999
Högskoleingenjör,Privat,0.316609839,63000-63999
Högskoleingenjör,Privat,0.422146452,64000-64999
Högskoleingenjör,Privat,0.349082643,65000-65999
Högskoleingenjör,Privat,0.202955025,66000-66999
Högskoleingenjör,Privat,3.182334795,>=67000
Högskoleingenjör,Offentlig,2.69758637,<27000
Högskoleingenjör,Offentlig,1.940369143,27000-27999
Högskoleingenjör,Offentlig,2.602934217,28000-28999
Högskoleingenjör,Offentlig,3.218173213,29000-29999
Högskoleingenjör,Offentlig,4.353999053,30000-30999
Högskoleingenjör,Offentlig,5.016564127,31000-31999
Högskoleingenjör,Offentlig,6.53099858,32000-32999
Högskoleingenjör,Offentlig,5.53715097,33000-33999
Högskoleingenjör,Offentlig,5.726455277,34000-34999
Högskoleingenjör,Offentlig,6.767628964,35000-35999
Högskoleingenjör,Offentlig,5.82110743,36000-36999
Högskoleingenjör,Offentlig,4.82725982,37000-37999
Högskoleingenjör,Offentlig,5.205868434,38000-38999
Högskoleingenjör,Offentlig,4.68528159,39000-39999
Högskoleingenjör,Offentlig,5.016564127,40000-40999
Högskoleingenjör,Offentlig,3.028868907,41000-41999
Högskoleingenjör,Offentlig,4.2593469,42000-42999
Högskoleingenjör,Offentlig,3.26549929,43000-43999
Högskoleingenjör,Offentlig,2.886890677,44000-44999
Högskoleingenjör,Offentlig,2.318977757,45000-45999
Högskoleingenjör,Offentlig,2.176999527,46000-46999
Högskoleingenjör,Offentlig,2.27165168,47000-47999
Högskoleingenjör,Offentlig,1.656412683,48000-48999
Högskoleingenjör,Offentlig,1.325130147,49000-49999
Högskoleingenjör,Offentlig,0.99384761,50000-50999
Högskoleingenjör,Offentlig,0.946521533,51000-51999
Högskoleingenjör,Offentlig,0.899195457,52000-52999
Högskoleingenjör,Offentlig,0.615238997,53000-53999
Högskoleingenjör,Offentlig,3.40747752,>=54000
Biolog/biokemist,Privat,1.617250674,< 25000
Biolog/biokemist,Privat,1.67115903,25000-25999
Biolog/biokemist,Privat,1.401617251,26000-26999
Biolog/biokemist,Privat,1.509433962,27000-27999
Biolog/biokemist,Privat,2.156334232,28000-28999
Biolog/biokemist,Privat,2.587601078,29000-29999
Biolog/biokemist,Privat,3.827493261,30000-30999
Biolog/biokemist,Privat,2.749326146,31000-31999
Biolog/biokemist,Privat,3.989218329,32000-32999
Biolog/biokemist,Privat,3.827493261,33000-33999
Biolog/biokemist,Privat,3.665768194,34000-34999
Biolog/biokemist,Privat,3.827493261,35000-35999
Biolog/biokemist,Privat,3.611859838,36000-36999
Biolog/biokemist,Privat,3.665768194,37000-37999
Biolog/biokemist,Privat,3.989218329,38000-38999
Biolog/biokemist,Privat,3.126684636,39000-39999
Biolog/biokemist,Privat,4.420485175,40000-40999
Biolog/biokemist,Privat,3.180592992,41000-41999
Biolog/biokemist,Privat,3.665768194,42000-42999
Biolog/biokemist,Privat,3.288409704,43000-43999
Biolog/biokemist,Privat,2.641509434,44000-44999
Biolog/biokemist,Privat,3.342318059,45000-45999
Biolog/biokemist,Privat,2.156334232,46000-46999
Biolog/biokemist,Privat,2.156334232,47000-47999
Biolog/biokemist,Privat,2.210242588,48000-48999
Biolog/biokemist,Privat,1.778975741,49000-49999
Biolog/biokemist,Privat,2.371967655,50000-50999
Biolog/biokemist,Privat,1.778975741,51000-51999
Biolog/biokemist,Privat,1.347708895,52000-52999
Biolog/biokemist,Privat,1.509433962,53000-53999
Biolog/biokemist,Privat,1.293800539,54000-54999
Biolog/biokemist,Privat,1.563342318,55000-55999
Biolog/biokemist,Privat,1.239892183,56000-56999
Biolog/biokemist,Privat,0.592991914,57000-57999
Biolog/biokemist,Privat,0.862533693,58000-58999
Biolog/biokemist,Privat,0.754716981,59000-59999
Biolog/biokemist,Privat,1.401617251,60000-60999
Biolog/biokemist,Privat,0.431266846,61000-61999
Biolog/biokemist,Privat,0.539083558,62000-62999
Biolog/biokemist,Privat,0.592991914,63000-63999
Biolog/biokemist,Privat,0.862533693,64000-64999
Biolog/biokemist,Privat,0.64690027,65000-65999
Biolog/biokemist,Privat,0.323450135,66000-66999
Biolog/biokemist,Privat,0.431266846,67000-67999
Biolog/biokemist,Privat,0.539083558,68000-68999
Biolog/biokemist,Privat,0.215633423,69000-69999
Biolog/biokemist,Privat,0.377358491,70000-70999
Biolog/biokemist,Privat,0.215633423,71000-71999
Biolog/biokemist,Privat,0.107816712,72000-72999
Biolog/biokemist,Privat,0.431266846,73000-73999
Biolog/biokemist,Privat,0.323450135,74000-74999
Biolog/biokemist,Privat,0.161725067,75000-75999
Biolog/biokemist,Privat,3.018867925,>=76000
Biolog/biokemist,Offentlig,3.491888919,< 25000
Biolog/biokemist,Offentlig,3.519384108,25000-25999
Biolog/biokemist,Offentlig,4.096783063,26000-26999
Biolog/biokemist,Offentlig,5.526532857,27000-27999
Biolog/biokemist,Offentlig,5.911465494,28000-28999
Biolog/biokemist,Offentlig,5.80148474,29000-29999
Biolog/biokemist,Offentlig,6.571350014,30000-30999
Biolog/biokemist,Offentlig,6.62634039,31000-31999
Biolog/biokemist,Offentlig,6.983777839,32000-32999
Biolog/biokemist,Offentlig,6.103931812,33000-33999
Biolog/biokemist,Offentlig,5.114105032,34000-34999
Biolog/biokemist,Offentlig,4.839153148,35000-35999
Biolog/biokemist,Offentlig,4.069287875,36000-36999
Biolog/biokemist,Offentlig,3.464393731,37000-37999
Biolog/biokemist,Offentlig,3.601869673,38000-38999
Biolog/biokemist,Offentlig,3.024470718,39000-39999
